context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	1	1578453520926	striped_red_circle	circle	listener		chatMessage
far	irrelevant	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	2	1578453730578	striped_green_circle	circle	listener		chatMessage
close	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	3	1578453741636	wavy_blue_triangle	the blue triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	4	1578453750846	spotted_red_circle	circle	listener		chatMessage
close	critical	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	5	1578453758518	wavy_green_star	the star	listener		chatMessage
close	critical	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	6	1578453768866	checked_red_star	star	listener		chatMessage
close	irrelevant	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	7	1578453777117	striped_green_triangle	the green triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	8	1578453784750	striped_blue_circle	circle	listener		chatMessage
far	irrelevant	1	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	9	1578453791654	wavy_blue_circle	circle	listener		chatMessage
far	irrelevant	1	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	10	1578453799102	checked_green_square	the square	listener		chatMessage
far	irrelevant	1	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	11	1578453806826	wavy_red_triangle	the triangle	listener		chatMessage
close	irrelevant	1	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	12	1578453815736	wavy_red_circle	red circle	listener		chatMessage
far	irrelevant	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	13	1578453823376	spotted_black_circle	circle	listener		chatMessage
close	critical	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	14	1578453829996	striped_red_triangle	the triangle	listener		chatMessage
close	critical	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	15	1578453838072	checked_blue_star	the star	listener		chatMessage
far	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	16	1578453845636	checked_green_circle	the circle	listener		chatMessage
close	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	17	1578453852300	checked_blue_triangle	the blue triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	18	1578453858758	striped_green_circle	circle	listener		chatMessage
close	irrelevant	1	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	19	1578453874048	spotted_red_square	the red square	listener		chatMessage
far	irrelevant	2	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	20	1578453880650	checked_black_circle	circle	listener		chatMessage
close	critical	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	21	1578453887314	wavy_blue_triangle	triangle	listener		chatMessage
close	irrelevant	2	3	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	22	1578453894400	striped_blue_square	blue square	listener		chatMessage
close	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	23	1578453900741	checked_black_triangle	black triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	24	1578453907120	checked_black_circle	black circle	listener		chatMessage
close	critical	1	2	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	25	1578453913328	wavy_green_square	the square	listener		chatMessage
far	irrelevant	2	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	26	1578453919909	striped_blue_square	the square	listener		chatMessage
far	irrelevant	1	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	27	1578453927024	checked_red_square	red square	listener		chatMessage
far	irrelevant	2	4	pilot1	6841-4906df6a-3abf-446b-9740-b4dc0640a43f	28	1578453934404	checked_green_star	star	listener		chatMessage
